user,touch_x,touch_y,target_x,target_y
0.0,0.877777777778,0.916666666667,0.839506191678,0.935247747748
0.0,0.596296296296,0.157094594595,0.530864178693,0.136613175676
0.0,0.189814814815,0.403716216216,0.160493822451,0.402824711155
0.0,0.166666666667,0.826013513514,0.160493822451,0.859187289401
0.0,0.0398148148148,0.465653153153,0.037037037037,0.478885135135
0.0,0.443518518519,0.189752252252,0.407407407407,0.174643387666
0.0,0.791666666667,0.0878378378378,0.777777777778,0.0605527388083
0.0,0.431481481481,0.336148648649,0.407407407407,0.326764252809
0.0,0.453703703704,0.41722972973,0.407407407407,0.402824711155
0.0,0.184259259259,0.113175675676,0.160493822451,0.0985829550941
0.0,0.0796296296296,0.79954954955,0.037037037037,0.821157094595
0.0,0.0861111111111,0.559684684685,0.037037037037,0.554945559115
0.0,0.75,0.109797297297,0.716049363878,0.0985829550941
0.0,0.642592592593,0.818693693694,0.592592592593,0.821157094595
0.0,0.875925925926,0.40259009009,0.839506191678,0.402824711155
0.0,0.581481481481,0.705518018018,0.530864178693,0.707066441441
0.0,0.450925925926,0.585585585586,0.407407407407,0.592975788288
0.0,0.544444444444,0.44481981982,0.46913579305,0.440854905962
0.0,0.341666666667,0.295045045045,0.283950607865,0.288734058002
0.0,0.239814814815,0.036036036036,0.222222222222,0.0225225225225
0.0,0.385185185185,0.414414414414,0.345679021765,0.402824711155
0.0,0.037962962963,0.887387387387,0.037037037037,0.935247747748
0.0,0.182407407407,0.0658783783784,0.160493822451,0.0605527388083
0.0,0.932407407407,0.195382882883,0.901234549063,0.174643387666
0.0,0.259259259259,0.475788288288,0.222222222222,0.478885135135
0.0,0.372222222222,0.861486486486,0.345679021765,0.859187289401
0.0,0.742592592593,0.360923423423,0.716049363878,0.364794481982
0.0,0.815740740741,0.555743243243,0.777777777778,0.554945559115
0.0,0.724074074074,0.5625,0.654321006492,0.554945559115
0.0,0.305555555556,0.818130630631,0.283950607865,0.821157094595
0.0,0.198148148148,0.189189189189,0.160493822451,0.174643387666
0.0,0.886111111111,0.852477477477,0.839506191678,0.859187289401
0.0,0.638888888889,0.662162162162,0.592592592593,0.669036246635
0.0,0.448148148148,0.887387387387,0.407407407407,0.897217552941
0.0,0.806481481481,0.868243243243,0.777777777778,0.859187289401
0.0,0.137962962963,0.905405405405,0.098765429744,0.935247747748
0.0,0.916666666667,0.604166666667,0.901234549063,0.592975788288
0.0,0.926851851852,0.673986486486,0.901234549063,0.669036246635
0.0,0.387037037037,0.199324324324,0.345679021765,0.174643387666
0.0,0.827777777778,0.826013513514,0.777777777778,0.821157094595
0.0,0.209259259259,0.355855855856,0.160493822451,0.326764252809
